country,year,avg_temperature
Country_117,1970,26.02
Country_117,1971,26.17
Country_117,1972,26.03
Country_117,1973,26.2
Country_117,1974,26.33
Country_117,1975,26.54
Country_117,1976,25.74
Country_117,1977,25.83
Country_117,1978,26.0
Country_117,1979,26.06
Country_117,1980,26.04
Country_117,1981,25.57
Country_117,1982,25.91
Country_117,1983,26.27
Country_117,1984,25.85
Country_117,1985,25.93
Country_117,1986,26.17
Country_117,1987,26.24
Country_117,1988,26.19
Country_117,1989,26.08
Country_117,1990,26.26
Country_117,1991,26.58
Country_117,1992,26.45
Country_117,1993,26.87
Country_117,1994,26.23
Country_117,1995,26.39
Country_117,1996,26.17
Country_117,1997,26.23
Country_117,1998,26.24
Country_117,1999,26.63
Country_117,2000,26.87
Country_117,2001,26.61
Country_117,2002,26.42
Country_117,2003,26.62
Country_117,2004,26.38
Country_117,2005,26.24
Country_117,2006,26.42
Country_117,2007,26.56
Country_117,2008,26.66
Country_117,2009,26.81
Country_117,2010,26.64
Country_117,2011,26.48
Country_117,2012,26.43
Country_117,2013,26.68
Country_117,2014,26.81
Country_117,2015,26.81
Country_117,2016,26.33
Country_117,2017,26.71
Country_117,2018,26.39
Country_117,2019,27.12
Country_117,2020,27.01
Country_117,2021,26.8
Country_117,2022,27.35
Country_117,2023,26.35
Country_118,1900,11.3
Country_118,1901,11.97
Country_118,1902,12.12
Country_118,1903,11.95
Country_118,1904,11.78
Country_118,1905,11.55
Country_118,1906,11.23
Country_118,1907,11.66
Country_118,1908,12.05
Country_118,1909,11.69
Country_118,1910,11.79
Country_118,1911,11.89
Country_118,1912,11.73
Country_118,1913,11.96
Country_118,1914,11.53
Country_118,1915,11.94
Country_118,1916,12.26
Country_118,1917,11.99
Country_118,1918,11.52
Country_118,1919,12.13
Country_118,1920,12.08
Country_118,1921,11.87
Country_118,1922,11.54
Country_118,1923,11.45
Country_118,1924,11.39
Country_118,1925,11.55
Country_118,1926,12.12
Country_118,1927,12.34
Country_118,1928,12.76
Country_118,1929,12.63
Country_118,1930,12.06
Country_118,1931,12.41
Country_118,1932,12.44
Country_118,1933,12.11
Country_118,1934,11.72
Country_118,1935,11.71
Country_118,1936,11.6
Country_118,1937,12.01
Country_118,1938,12.35
Country_118,1939,12.38
Country_118,1940,12.2
Country_118,1941,12.5
Country_118,1942,11.87
Country_118,1943,12.4
Country_118,1944,12.21
Country_118,1945,11.92
Country_118,1946,11.95
Country_118,1947,12.26
Country_118,1948,12.48
Country_118,1949,12.53
Country_118,1950,12.83
Country_118,1951,12.5
Country_118,1952,11.62
Country_118,1953,12.88
Country_118,1954,12.92
Country_118,1955,12.56
Country_118,1956,12.31
Country_118,1957,12.21
Country_118,1958,12.73
Country_118,1959,12.56
Country_118,1960,12.45
Country_118,1961,12.87
Country_118,1962,12.32
Country_118,1963,13.04
Country_118,1964,12.9
Country_118,1965,12.77
Country_118,1966,13.21
Country_118,1967,12.06
Country_118,1968,12.89
Country_118,1969,12.74
Country_118,1970,12.83
Country_118,1971,12.74
Country_118,1972,12.73
Country_118,1973,13.03
Country_118,1974,12.71
Country_118,1975,12.68
Country_118,1976,12.64
Country_118,1977,13.16
Country_118,1978,12.95
Country_118,1979,13.22
Country_118,1980,13.08
Country_118,1981,13.13
Country_118,1982,12.96
Country_118,1983,12.44
Country_118,1984,13.13
Country_118,1985,13.15
Country_118,1986,13.08
Country_118,1987,12.82
Country_118,1988,12.4
Country_118,1989,12.72
Country_118,1990,13.0
Country_118,1991,12.65
Country_118,1992,13.1
Country_118,1993,12.65
Country_118,1994,12.91
Country_118,1995,12.88
Country_118,1996,13.07
Country_118,1997,13.25
Country_118,1998,12.86
Country_118,1999,12.88
Country_118,2000,13.16
Country_118,2001,13.69
Country_118,2002,13.28
Country_118,2003,13.29
Country_118,2004,12.78
Country_118,2005,13.08
Country_118,2006,13.24
Country_118,2007,13.84
Country_118,2008,13.07
Country_118,2009,13.66
Country_118,2010,13.67
Country_118,2011,12.63
Country_118,2012,13.44
Country_118,2013,13.24
Country_118,2014,12.99
Country_118,2015,13.41
Country_118,2016,13.33
Country_118,2017,12.91
Country_118,2018,13.51
Country_118,2019,13.58
Country_118,2020,12.93
Country_118,2021,13.85
Country_118,2022,13.35
Country_118,2023,13.79
Country_119,1900,14.04
Country_119,1901,14.04
Country_119,1902,14.09
Country_119,1903,14.63
Country_119,1904,13.4
Country_119,1905,14.68
Country_119,1906,14.84
Country_119,1907,14.6
Country_119,1908,14.46
Country_119,1909,15.01
Country_119,1910,15.01
Country_119,1911,14.66
Country_119,1912,14.9
Country_119,1913,13.97
Country_119,1914,14.36
Country_119,1915,13.85
Country_119,1916,14.73
Country_119,1917,14.95
Country_119,1918,14.67
Country_119,1919,14.7
Country_119,1920,14.66
Country_119,1921,14.22
Country_119,1922,14.5
Country_119,1923,14.76
Country_119,1924,14.24
Country_119,1925,14.33
Country_119,1926,14.26
Country_119,1927,14.56
Country_119,1928,14.72
Country_119,1929,14.71
Country_119,1930,14.86
Country_119,1931,14.87
Country_119,1932,14.29
Country_119,1933,15.12
Country_119,1934,14.47
Country_119,1935,15.07
Country_119,1936,14.8
Country_119,1937,14.38
Country_119,1938,14.91
Country_119,1939,14.63
Country_119,1940,15.32
Country_119,1941,14.55
Country_119,1942,14.72
Country_119,1943,14.77
Country_119,1944,14.29
Country_119,1945,15.6
Country_119,1946,14.93
Country_119,1947,14.92
Country_119,1948,15.31
Country_119,1949,14.42
Country_119,1950,15.09
Country_119,1951,14.63
Country_119,1952,15.12
Country_119,1953,15.17
Country_119,1954,14.92
Country_119,1955,15.01
Country_119,1956,14.91
Country_119,1957,15.54
Country_119,1958,14.83
Country_119,1959,15.41
Country_119,1960,14.85
Country_119,1961,15.07
Country_119,1962,14.66
Country_119,1963,14.75
Country_119,1964,15.65
Country_119,1965,14.93
Country_119,1966,15.05
Country_119,1967,15.15
Country_119,1968,14.73
Country_119,1969,15.07
Country_119,1970,15.0
Country_119,1971,15.37
Country_119,1972,16.06
Country_119,1973,15.14
Country_119,1974,15.27
Country_119,1975,15.35
Country_119,1976,15.39
Country_119,1977,15.59
Country_119,1978,14.74
Country_119,1979,15.28
Country_119,1980,15.49
Country_119,1981,15.49
Country_119,1982,15.66
Country_119,1983,15.45
Country_119,1984,15.44
Country_119,1985,15.47
Country_119,1986,15.54
Country_119,1987,15.35
Country_119,1988,14.98
Country_119,1989,15.69
Country_119,1990,15.68
Country_119,1991,15.82
Country_119,1992,15.69
Country_119,1993,15.37
Country_119,1994,16.23
Country_119,1995,15.78
Country_119,1996,15.28
Country_119,1997,15.73
Country_119,1998,15.7
Country_119,1999,16.11
Country_119,2000,15.22
Country_119,2001,15.43
Country_119,2002,15.14
Country_119,2003,15.8
Country_119,2004,15.86
Country_119,2005,15.77
Country_119,2006,15.64
Country_119,2007,15.61
Country_119,2008,16.32
Country_119,2009,15.96
Country_119,2010,15.88
Country_119,2011,15.93
Country_119,2012,15.61
Country_119,2013,16.49
Country_119,2014,15.56
Country_119,2015,15.78
Country_119,2016,15.9
Country_119,2017,15.82
Country_119,2018,16.05
Country_119,2019,16.13
Country_119,2020,16.62
Country_119,2021,16.03
Country_119,2022,16.33
Country_119,2023,15.71
Country_120,1900,11.51
Country_120,1901,11.25
Country_120,1902,11.36
Country_120,1903,11.43
Country_120,1904,11.95
Country_120,1905,11.11
Country_120,1906,11.71
Country_120,1907,11.88
Country_120,1908,12.03
Country_120,1909,11.9
Country_120,1910,12.22
Country_120,1911,11.61
Country_120,1912,11.81
Country_120,1913,12.4
Country_120,1914,11.21
Country_120,1915,11.92
Country_120,1916,12.17
Country_120,1917,11.57
Country_120,1918,11.86
Country_120,1919,11.82
Country_120,1920,11.61
Country_120,1921,11.91
Country_120,1922,11.69
Country_120,1923,11.74
Country_120,1924,11.94
Country_120,1925,11.67
Country_120,1926,11.43
Country_120,1927,12.25
Country_120,1928,11.77
Country_120,1929,11.95
Country_120,1930,12.47
Country_120,1931,11.77
Country_120,1932,11.71
Country_120,1933,12.25
Country_120,1934,11.89
Country_120,1935,12.87
Country_120,1936,11.86
Country_120,1937,11.73
Country_120,1938,12.09
Country_120,1939,12.18
Country_120,1940,12.27
Country_120,1941,12.27
Country_120,1942,11.8
Country_120,1943,11.97
Country_120,1944,11.93
Country_120,1945,11.88
Country_120,1946,12.6
Country_120,1947,12.32
Country_120,1948,11.84
Country_120,1949,12.15
Country_120,1950,12.63
Country_120,1951,12.4
Country_120,1952,11.85
Country_120,1953,12.6
Country_120,1954,12.68
Country_120,1955,12.41
Country_120,1956,11.79
Country_120,1957,12.56
Country_120,1958,12.25
Country_120,1959,12.39
Country_120,1960,12.59
Country_120,1961,12.76
Country_120,1962,12.92
Country_120,1963,12.28
Country_120,1964,12.4
Country_120,1965,12.63
Country_120,1966,12.58
Country_120,1967,12.55
Country_120,1968,12.69
Country_120,1969,13.1
Country_120,1970,12.68
Country_120,1971,12.68
Country_120,1972,12.47
Country_120,1973,12.56
Country_120,1974,12.49
Country_120,1975,12.91
Country_120,1976,12.78
Country_120,1977,12.66
Country_120,1978,12.34
Country_120,1979,12.84
Country_120,1980,12.56
Country_120,1981,12.61
Country_120,1982,12.9
Country_120,1983,12.71
Country_120,1984,12.58
Country_120,1985,12.71
Country_120,1986,13.37
Country_120,1987,12.64
Country_120,1988,13.18
Country_120,1989,12.84
Country_120,1990,13.04
Country_120,1991,12.73
Country_120,1992,13.22
Country_120,1993,13.2
Country_120,1994,12.6
Country_120,1995,13.15
Country_120,1996,13.3
Country_120,1997,13.18
Country_120,1998,12.91
Country_120,1999,12.77
Country_120,2000,12.47
Country_120,2001,13.47
Country_120,2002,12.65
Country_120,2003,12.8
Country_120,2004,12.72
Country_120,2005,13.66
Country_120,2006,12.91
Country_120,2007,12.7
Country_120,2008,12.9
Country_120,2009,13.21
Country_120,2010,12.98
Country_120,2011,13.45
Country_120,2012,13.07
Country_120,2013,13.23
Country_120,2014,13.1
Country_120,2015,13.53
Country_120,2016,13.13
Country_120,2017,13.3
Country_120,2018,13.59
Country_120,2019,13.34
Country_120,2020,13.36
Country_120,2021,13.13
Country_120,2022,13.57
Country_120,2023,13.26
Country_121,1900,13.81
Country_121,1901,13.85
Country_121,1902,13.55
Country_121,1903,14.04
Country_121,1904,14.16
Country_121,1905,14.05
Country_121,1906,14.11
Country_121,1907,14.28
Country_121,1908,13.76
Country_121,1909,13.55
Country_121,1910,14.35
Country_121,1911,14.19
Country_121,1912,14.14
Country_121,1913,14.64
Country_121,1914,14.42
Country_121,1915,13.92
Country_121,1916,13.9
Country_121,1917,13.87
Country_121,1918,14.12
Country_121,1919,13.64
Country_121,1920,14.24
Country_121,1921,13.85
Country_121,1922,13.83
Country_121,1923,14.1
Country_121,1924,13.81
Country_121,1925,14.45
Country_121,1926,13.88
Country_121,1927,14.21
Country_121,1928,13.89
Country_121,1929,13.55
Country_121,1930,13.98
Country_121,1931,14.12
Country_121,1932,14.41
Country_121,1933,14.15
Country_121,1934,14.46
Country_121,1935,13.69
Country_121,1936,13.64
Country_121,1937,14.07
Country_121,1938,14.26
Country_121,1939,14.36
Country_121,1940,14.29
Country_121,1941,14.23
Country_121,1942,14.42
Country_121,1943,14.36
Country_121,1944,14.33
Country_121,1945,14.73
Country_121,1946,14.09
Country_121,1947,14.82
Country_121,1948,14.21
Country_121,1949,14.63
Country_121,1950,14.68
Country_121,1951,14.38
Country_121,1952,15.01
Country_121,1953,14.31
Country_121,1954,14.46
Country_121,1955,14.6
Country_121,1956,14.8
Country_121,1957,14.95
Country_121,1958,14.27
Country_121,1959,14.68
Country_121,1960,14.72
Country_121,1961,14.59
Country_121,1962,14.73
Country_121,1963,14.71
Country_121,1964,14.75
Country_121,1965,14.57
Country_121,1966,14.21
Country_121,1967,14.65
Country_121,1968,14.91
Country_121,1969,14.84
Country_121,1970,15.17
Country_121,1971,14.96
Country_121,1972,14.77
Country_121,1973,14.27
Country_121,1974,14.65
Country_121,1975,15.64
Country_121,1976,15.05
Country_121,1977,14.42
Country_121,1978,14.35
Country_121,1979,14.91
Country_121,1980,14.76
Country_121,1981,15.34
Country_121,1982,14.87
Country_121,1983,15.22
Country_121,1984,15.13
Country_121,1985,15.4
Country_121,1986,14.77
Country_121,1987,14.94
Country_121,1988,15.26
Country_121,1989,15.1
Country_121,1990,15.55
Country_121,1991,14.56
Country_121,1992,15.42
Country_121,1993,14.74
Country_121,1994,15.16
Country_121,1995,15.71
Country_121,1996,15.18
Country_121,1997,15.33
Country_121,1998,14.71
Country_121,1999,15.27
Country_121,2000,15.02
Country_121,2001,14.94
Country_121,2002,15.19
Country_121,2003,15.64
Country_121,2004,15.44
Country_121,2005,15.55
Country_121,2006,15.54
Country_121,2007,15.62
Country_121,2008,15.24
Country_121,2009,15.67
Country_121,2010,15.42
Country_121,2011,15.86
Country_121,2012,15.88
Country_121,2013,14.98
Country_121,2014,15.53
Country_121,2015,15.2
Country_121,2016,15.43
Country_121,2017,15.73
Country_121,2018,15.34
Country_121,2019,15.39
Country_121,2020,15.29
Country_121,2021,15.0
Country_121,2022,15.26
Country_121,2023,15.29
Country_122,1900,23.05
Country_122,1901,23.36
Country_122,1902,23.4
Country_122,1903,23.6
Country_122,1904,23.72
Country_122,1905,23.35
Country_122,1906,23.77
Country_122,1907,23.66
Country_122,1908,23.68
Country_122,1909,23.97
Country_122,1910,23.1
Country_122,1911,23.81
Country_122,1912,23.53
Country_122,1913,23.85
Country_122,1914,23.34
Country_122,1915,23.81
Country_122,1916,23.65
Country_122,1917,23.25
Country_122,1918,23.63
Country_122,1919,23.47
Country_122,1920,23.67
Country_122,1921,23.62
Country_122,1922,23.73
Country_122,1923,23.85
Country_122,1924,23.61
Country_122,1925,23.26
Country_122,1926,23.91
Country_122,1927,23.77
Country_122,1928,24.0
Country_122,1929,23.96
Country_122,1930,23.43
Country_122,1931,23.75
Country_122,1932,24.33
Country_122,1933,24.33
Country_122,1934,23.72
Country_122,1935,23.4
Country_122,1936,23.74
Country_122,1937,23.76
Country_122,1938,23.34
Country_122,1939,23.61
Country_122,1940,24.11
Country_122,1941,24.24
Country_122,1942,23.87
Country_122,1943,23.77
Country_122,1944,23.95
Country_122,1945,24.23
Country_122,1946,24.11
Country_122,1947,23.72
Country_122,1948,24.32
Country_122,1949,24.44
Country_122,1950,24.23
Country_122,1951,24.35
Country_122,1952,24.31
Country_122,1953,24.12
Country_122,1954,24.11
Country_122,1955,24.69
Country_122,1956,24.52
Country_122,1957,23.85
Country_122,1958,24.31
Country_122,1959,24.42
Country_122,1960,24.2
Country_122,1961,24.72
Country_122,1962,24.25
Country_122,1963,24.2
Country_122,1964,24.25
Country_122,1965,24.54
Country_122,1966,24.36
Country_122,1967,24.23
Country_122,1968,24.85
Country_122,1969,24.48
Country_122,1970,24.5
Country_122,1971,24.26
Country_122,1972,24.42
Country_122,1973,24.12
Country_122,1974,23.88
Country_122,1975,24.72
Country_122,1976,24.53
Country_122,1977,24.29
Country_122,1978,24.38
Country_122,1979,24.47
Country_122,1980,24.53
Country_122,1981,24.85
Country_122,1982,24.95
Country_122,1983,24.44
Country_122,1984,24.52
Country_122,1985,24.42
Country_122,1986,24.5
Country_122,1987,24.63
Country_122,1988,24.42
Country_122,1989,24.89
Country_122,1990,24.29
Country_122,1991,24.62
Country_122,1992,24.53
Country_122,1993,23.92
Country_122,1994,24.62
Country_122,1995,24.56
Country_122,1996,24.66
Country_122,1997,24.81
Country_122,1998,25.36
Country_122,1999,25.3
Country_122,2000,25.09
Country_122,2001,24.9
Country_122,2002,25.44
Country_122,2003,24.6
Country_122,2004,24.93
Country_122,2005,24.72
Country_122,2006,25.28
Country_122,2007,24.91
Country_122,2008,24.86
Country_122,2009,25.13
Country_122,2010,25.26
Country_122,2011,25.24
Country_122,2012,24.76
Country_122,2013,25.0
Country_122,2014,24.75
Country_122,2015,25.25
Country_122,2016,24.73
Country_122,2017,24.64
Country_122,2018,25.18
Country_122,2019,25.2
Country_122,2020,25.03
Country_122,2021,25.39
Country_122,2022,25.32
Country_122,2023,25.85
Country_123,1900,25.11
Country_123,1901,24.21
Country_123,1902,24.27
Country_123,1903,24.93
Country_123,1904,24.25
Country_123,1905,24.54
Country_123,1906,24.38
Country_123,1907,25.12
Country_123,1908,24.83
Country_123,1909,24.76
Country_123,1910,24.89
Country_123,1911,24.78
Country_123,1912,24.42
Country_123,1913,25.29
Country_123,1914,24.83
Country_123,1915,24.86
Country_123,1916,24.24
Country_123,1917,24.17
Country_123,1918,24.81
Country_123,1919,24.77
Country_123,1920,24.52
Country_123,1921,24.96
Country_123,1922,24.81
Country_123,1923,25.22
Country_123,1924,23.89
Country_123,1925,24.9
Country_123,1926,24.68
Country_123,1927,25.29
Country_123,1928,25.07
Country_123,1929,24.76
Country_123,1930,25.07
Country_123,1931,25.13
Country_123,1932,24.6
Country_123,1933,25.36
Country_123,1934,24.85
Country_123,1935,24.92
Country_123,1936,25.39
Country_123,1937,24.39
Country_123,1938,24.49
Country_123,1939,25.4
Country_123,1940,25.57
Country_123,1941,25.57
Country_123,1942,25.1
Country_123,1943,25.09
Country_123,1944,25.2
Country_123,1945,24.84
Country_123,1946,25.26
Country_123,1947,25.85
Country_123,1948,25.15
Country_123,1949,25.43
Country_123,1950,25.31
Country_123,1951,25.51
Country_123,1952,25.44
Country_123,1953,25.04
Country_123,1954,25.3
Country_123,1955,25.14
Country_123,1956,25.08
Country_123,1957,25.18
Country_123,1958,25.59
Country_123,1959,25.72
Country_123,1960,25.78
Country_123,1961,25.43
Country_123,1962,25.66
Country_123,1963,25.66
Country_123,1964,25.94
Country_123,1965,24.64
Country_123,1966,25.11
Country_123,1967,24.99
Country_123,1968,25.43
Country_123,1969,25.17
Country_123,1970,26.11
Country_123,1971,25.91
Country_123,1972,25.81
Country_123,1973,25.57
Country_123,1974,25.56
Country_123,1975,25.52
Country_123,1976,25.31
Country_123,1977,25.86
Country_123,1978,25.41
Country_123,1979,25.92
Country_123,1980,25.59
Country_123,1981,25.85
Country_123,1982,25.96
Country_123,1983,25.63
Country_123,1984,26.06
Country_123,1985,26.2
Country_123,1986,25.95
Country_123,1987,25.72
Country_123,1988,25.97
Country_123,1989,25.93
Country_123,1990,26.2
Country_123,1991,26.29
Country_123,1992,25.53
Country_123,1993,26.03
Country_123,1994,25.41
Country_123,1995,24.99
Country_123,1996,25.79
Country_123,1997,25.54
Country_123,1998,25.99
Country_123,1999,26.36
Country_123,2000,26.01
Country_123,2001,25.96
Country_123,2002,25.96
Country_123,2003,26.39
Country_123,2004,25.81
Country_123,2005,26.51
Country_123,2006,26.25
Country_123,2007,26.03
Country_123,2008,26.44
Country_123,2009,26.21
Country_123,2010,26.16
Country_123,2011,26.46
Country_123,2012,26.12
Country_123,2013,26.19
Country_123,2014,26.23
Country_123,2015,26.37
Country_123,2016,25.64
Country_123,2017,26.45
Country_123,2018,26.52
Country_123,2019,26.44
Country_123,2020,26.45
Country_123,2021,26.23
Country_123,2022,25.57
Country_123,2023,25.82
Country_124,1900,19.88
Country_124,1901,19.58
Country_124,1902,20.12
Country_124,1903,19.83
Country_124,1904,20.29
Country_124,1905,20.28
Country_124,1906,20.16
Country_124,1907,20.06
Country_124,1908,20.23
Country_124,1909,20.32
Country_124,1910,20.01
Country_124,1911,20.09
Country_124,1912,20.01
Country_124,1913,19.88
Country_124,1914,20.43
Country_124,1915,19.92
Country_124,1916,20.27
Country_124,1917,20.66
Country_124,1918,20.28
Country_124,1919,19.83
Country_124,1920,19.91
Country_124,1921,21.09
Country_124,1922,20.92
Country_124,1923,20.31
Country_124,1924,20.46
Country_124,1925,20.85
Country_124,1926,20.81
Country_124,1927,21.02
Country_124,1928,20.72
Country_124,1929,20.4
Country_124,1930,20.48
Country_124,1931,20.92
Country_124,1932,21.16
Country_124,1933,20.43
Country_124,1934,20.72
Country_124,1935,20.25
Country_124,1936,20.89
Country_124,1937,21.1
Country_124,1938,20.81
Country_124,1939,21.54
Country_124,1940,21.18
Country_124,1941,20.36
Country_124,1942,20.87
Country_124,1943,21.07
Country_124,1944,20.62
Country_124,1945,21.1
Country_124,1946,21.35
Country_124,1947,20.73
Country_124,1948,20.36
Country_124,1949,21.02
Country_124,1950,20.47
Country_124,1951,20.44
Country_124,1952,21.54
Country_124,1953,20.59
Country_124,1954,21.39
Country_124,1955,20.35
Country_124,1956,21.29
Country_124,1957,20.91
Country_124,1958,21.49
Country_124,1959,20.76
Country_124,1960,20.67
Country_124,1961,21.01
Country_124,1962,21.38
Country_124,1963,21.15
Country_124,1964,20.91
Country_124,1965,21.12
Country_124,1966,21.71
Country_124,1967,20.93
Country_124,1968,21.34
Country_124,1969,21.31
Country_124,1970,21.03
Country_124,1971,21.82
Country_124,1972,21.21
Country_124,1973,21.22
Country_124,1974,21.2
Country_124,1975,21.41
Country_124,1976,21.16
Country_124,1977,21.19
Country_124,1978,20.89
Country_124,1979,21.39
Country_124,1980,21.41
Country_124,1981,21.29
Country_124,1982,21.46
Country_124,1983,21.48
Country_124,1984,20.73
Country_124,1985,21.86
Country_124,1986,21.47
Country_124,1987,21.14
Country_124,1988,21.53
Country_124,1989,21.63
Country_124,1990,21.46
Country_124,1991,21.59
Country_124,1992,21.52
Country_124,1993,21.71
Country_124,1994,21.9
Country_124,1995,21.57
Country_124,1996,21.99
Country_124,1997,21.48
Country_124,1998,21.66
Country_124,1999,21.67
Country_124,2000,21.83
Country_124,2001,21.83
Country_124,2002,21.64
Country_124,2003,21.73
Country_124,2004,21.44
Country_124,2005,21.63
Country_124,2006,21.92
Country_124,2007,21.53
Country_124,2008,22.27
Country_124,2009,21.22
Country_124,2010,21.74
Country_124,2011,22.26
Country_124,2012,21.55
Country_124,2013,22.16
Country_124,2014,22.36
Country_124,2015,21.93
Country_124,2016,22.33
Country_124,2017,21.96
Country_124,2018,21.98
Country_124,2019,21.98
Country_124,2020,22.33
Country_124,2021,21.97
Country_124,2022,22.27
Country_124,2023,21.73
Country_125,1900,19.27
Country_125,1901,19.24
Country_125,1902,19.69
Country_125,1903,19.91
Country_125,1904,19.76
Country_125,1905,19.48
Country_125,1906,19.35
Country_125,1907,19.24
Country_125,1908,19.72
Country_125,1909,19.64
Country_125,1910,19.05
Country_125,1911,19.87
Country_125,1912,19.55
Country_125,1913,19.18
Country_125,1914,19.16
Country_125,1915,19.27
Country_125,1916,19.47
Country_125,1917,19.36
Country_125,1918,19.78
Country_125,1919,19.52
Country_125,1920,19.82
Country_125,1921,19.51
Country_125,1922,19.47
Country_125,1923,19.06
Country_125,1924,20.33
Country_125,1925,19.98
Country_125,1926,19.62
Country_125,1927,19.37
Country_125,1928,19.65
Country_125,1929,19.75
Country_125,1930,19.45
Country_125,1931,19.64
Country_125,1932,19.75
Country_125,1933,19.9
Country_125,1934,19.95
Country_125,1935,19.78
Country_125,1936,19.74
Country_125,1937,19.88
Country_125,1938,19.33
Country_125,1939,20.32
Country_125,1940,20.02
Country_125,1941,20.01
Country_125,1942,19.69
Country_125,1943,19.98
Country_125,1944,20.58
Country_125,1945,19.97
Country_125,1946,19.99
Country_125,1947,19.82
Country_125,1948,20.17
Country_125,1949,20.28
Country_125,1950,20.38
Country_125,1951,19.71
Country_125,1952,19.94
Country_125,1953,20.48
Country_125,1954,19.86
Country_125,1955,20.33
Country_125,1956,19.97
Country_125,1957,19.81
Country_125,1958,20.18
Country_125,1959,20.33
Country_125,1960,20.09
Country_125,1961,20.18
Country_125,1962,19.86
Country_125,1963,20.22
Country_125,1964,20.04
Country_125,1965,20.33
Country_125,1966,20.12
Country_125,1967,20.31
Country_125,1968,19.9
Country_125,1969,20.75
Country_125,1970,20.51
Country_125,1971,20.41
Country_125,1972,20.37
Country_125,1973,20.32
Country_125,1974,20.9
Country_125,1975,20.02
Country_125,1976,20.78
Country_125,1977,20.97
Country_125,1978,20.16
Country_125,1979,20.48
Country_125,1980,21.26
Country_125,1981,20.73
Country_125,1982,20.94
Country_125,1983,20.56
Country_125,1984,20.19
Country_125,1985,20.3
Country_125,1986,20.43
Country_125,1987,20.83
Country_125,1988,20.36
Country_125,1989,20.67
Country_125,1990,20.33
Country_125,1991,20.9
Country_125,1992,21.08
Country_125,1993,20.67
Country_125,1994,20.56
Country_125,1995,20.52
Country_125,1996,20.64
Country_125,1997,21.08
Country_125,1998,20.47
Country_125,1999,20.85
Country_125,2000,21.13
Country_125,2001,20.95
Country_125,2002,20.93
Country_125,2003,21.11
Country_125,2004,20.93
Country_125,2005,21.42
Country_125,2006,20.71
Country_125,2007,20.85
Country_125,2008,20.61
Country_125,2009,21.17
Country_125,2010,20.96
Country_125,2011,21.0
Country_125,2012,21.17
Country_125,2013,21.7
Country_125,2014,20.75
Country_125,2015,21.41
Country_125,2016,20.71
Country_125,2017,20.97
Country_125,2018,20.98
Country_125,2019,21.15
Country_125,2020,21.18
Country_125,2021,20.88
Country_125,2022,20.58
Country_125,2023,21.57
Country_126,1900,12.37
Country_126,1901,12.54
Country_126,1902,12.53
Country_126,1903,12.34
Country_126,1904,12.51
Country_126,1905,12.75
Country_126,1906,12.52
Country_126,1907,13.18
Country_126,1908,12.42
Country_126,1909,13.46
Country_126,1910,13.12
Country_126,1911,13.2
Country_126,1912,12.48
Country_126,1913,13.2
Country_126,1914,12.4
Country_126,1915,12.86
Country_126,1916,12.86
Country_126,1917,13.32
Country_126,1918,12.3
Country_126,1919,12.84
Country_126,1920,13.75
Country_126,1921,12.72
Country_126,1922,12.78
Country_126,1923,12.93
Country_126,1924,13.05
Country_126,1925,13.11
Country_126,1926,12.71
Country_126,1927,13.24
Country_126,1928,13.74
Country_126,1929,13.27
Country_126,1930,13.41
Country_126,1931,12.82
Country_126,1932,12.98
Country_126,1933,13.1
Country_126,1934,12.79
Country_126,1935,12.55
Country_126,1936,12.94
Country_126,1937,13.36
Country_126,1938,13.23
Country_126,1939,13.04
Country_126,1940,12.84
Country_126,1941,13.26
Country_126,1942,13.42
Country_126,1943,13.19
Country_126,1944,13.58
Country_126,1945,13.34
Country_126,1946,13.04
Country_126,1947,13.44
Country_126,1948,13.11
Country_126,1949,13.11
Country_126,1950,13.67
Country_126,1951,12.9
Country_126,1952,13.77
Country_126,1953,13.64
Country_126,1954,13.14
Country_126,1955,12.96
Country_126,1956,13.36
Country_126,1957,13.34
Country_126,1958,13.06
Country_126,1959,13.73
Country_126,1960,13.87
Country_126,1961,13.57
Country_126,1962,13.54
Country_126,1963,13.51
Country_126,1964,13.75
Country_126,1965,13.65
Country_126,1966,13.42
Country_126,1967,14.19
Country_126,1968,13.44
Country_126,1969,14.0
Country_126,1970,13.37
Country_126,1971,13.91
Country_126,1972,14.04
Country_126,1973,13.42
Country_126,1974,13.59
Country_126,1975,13.95
Country_126,1976,13.82
Country_126,1977,13.96
Country_126,1978,13.62
Country_126,1979,13.92
Country_126,1980,13.9
Country_126,1981,13.59
Country_126,1982,14.22
Country_126,1983,13.66
Country_126,1984,14.36
Country_126,1985,13.62
Country_126,1986,13.81
Country_126,1987,13.52
Country_126,1988,13.66
Country_126,1989,13.79
Country_126,1990,14.12
Country_126,1991,14.64
Country_126,1992,14.22
Country_126,1993,14.05
Country_126,1994,14.31
Country_126,1995,13.68
Country_126,1996,14.66
Country_126,1997,14.47
Country_126,1998,14.49
Country_126,1999,13.72
Country_126,2000,14.72
Country_126,2001,14.06
Country_126,2002,14.08
Country_126,2003,14.35
Country_126,2004,14.44
Country_126,2005,14.45
Country_126,2006,13.94
Country_126,2007,14.26
Country_126,2008,14.36
Country_126,2009,14.38
Country_126,2010,13.82
Country_126,2011,14.07
Country_126,2012,14.81
Country_126,2013,14.29
Country_126,2014,14.18
Country_126,2015,14.25
Country_126,2016,14.47
Country_126,2017,13.87
Country_126,2018,14.53
